symbol,token
BALAJITELE-EQ,9158
NILAINFRA-EQ,9253
STARTECK-EQ,9305
745AP37-SG,9345
IL&FSTRANS-BZ,9381
ELGIEQUIP-EQ,937
TRU-BE,9387
SFMP1DD-MF,9516
762GS2039-GS,9538
POLYCAB-EQ,9590
767AP31-SG,9696
EMUDHRA-EQ,9756
DELHIVERY-EQ,9599
79AP34-SG,9797
807AP36-SG,9830
785KL34-SG,9788
794TN32-SG,9869
CHEVIOT-EQ,9879
WEWIN-BE,9865
652PY30-SG,994
785AP37-SG,9928
719UP36-SG,27198
717GA35-SG,27197
718WB39-SG,27202
364D271125-TB,27210
LAMOSAIC-ST,27225
774LICH27-N0,27280
699KA28-SG,2735
980IIFL26-N0,27332
RTNINDIA-EQ,27297
719LT34-N0,27376
CHEMFAB-EQ,2799
935TSI29-N0,27408
935TSIIC28-N0,27421
790LTFL34-N0,28109
SFML-ST,28093
IKS-EQ,28125
716WB39-SG,28829
715UK30-SG,28828
TRANSRAILL-EQ,28714
IHF261224-N1,28861
IIFLZC28-NG,2883
902SCL27Q-N1,28920
182D030725-TB,28990
667MH31-SG,29
87HFL27-N0,28977
715UP37-SG,29007
715KA43-SG,29003
710KA33-SG,29052
711TN55-SG,29072
714MH43-SG,29064
8104PHFL28-N0,29073
SGLTL-EQ,29075
722BR40-SG,29121
722HR38-SG,29120
723MZ40-SG,29122
72JK47-SG,29131
364D150126-TB,29136
INDUSTOWER-EQ,29135
NAVKARURB-EQ,29146
990IIFL26B-N0,29186
78537ABH30-N0,29190
725IRFC35B-N0,29180
SATKARTAR-SM,29151
683WB31-SG,2925
715KA38-SG,29239
806TFSIL28-N0,29202
720NHPC35-N0,29266
705GJ34-SG,29279
710RJ50-SG,29296
857IHFL26-N0,29307
12VCCL29A-N0,29274
717AP32-SG,29497
PROTEAN-EQ,29472
863REC29-NC,2933
0NHIT34-N0,29432
719TS46-SG,29516
711AP38B-SG,29505
716AS40-SG,29513
712MH38A-SG,29507
718TN55-SG,29524
718TS49-SG,29522
675GJ27-SG,29517
CHAMUNDA-ST,29544
714CG33-SG,29567
707GJ32-SG,29568
708KA31A-SG,29572
KALYANKJIL-EQ,2955
HEXT-EQ,29666
BAJAJINDEF-EQ,29678
MAXVOLT-SM,29645
VOLERCAR-SM,29658
702GJ31A-SG,29697
683GJ30-SG,297
716KA36B-SG,29693
716MP40A-SG,29701
QPOWER-EQ,29711
738PFC32-N0,29721
TEJASCARGO-SM,29723
72MN40-SG,29933
717RJ35-SG,29920
718MH39-SG,29930
NIBL-EQ,29733
727TS47-SG,29992
NIFTY100EW-EQ,29944
735NHB32-N0,29954
JUSTDIAL-EQ,29962
727CG35-SG,30007
708TN30-SG,29998
722AP35-SG,30003
72OR32-SG,29996
723UK32-SG,30075
809CANF27-N0,30045
905CIFL32-N0,30047
724AR45-SG,30078
724AS45-SG,30101
722MP42-SG,30086
860MFL28-N0,30147
718TN55B-SG,30173
91D190625-TB,30186
718MP49-SG,30171
773LICH27-N0,30149
744RL28-N0,30196
SCL190325A-N1,30226
793NIIF32-N0,30200
687GJ28A-SG,30413
702AS30A-SG,30417
ESSENTIA-EQ,30323
71SK35-SG,30435
696KA30-SG,30418
704AP33-SG,30424
UTFDAIPIGI-MF,30425
71PN45-SG,30448
RAPIDFLEET-SM,30460
BAJAJHLDNG-EQ,305
69UK30A-SG,309
BAJAJHIND-EQ,308
DBSTOCKBRO-EQ,31107
VEDL-EQ,3063
696JK35-SG,314
TIINDIA-EQ,312
SIDDHIKA-SM,3148
ORBTEXP-EQ,31475
678MN31-SG,3304
892NHPC33-N6,31487
SREEL-EQ,31837
SFMP42GD-MF,3163
69AP39-SG,3385
SUNFLAG-EQ,3348
SMLISUZU-EQ,3387
SFMP43DD-MF,3354
BANARBEADS-EQ,347
797IGT31-NL,3476
77IGT28-NE,3428
688MH33-SG,3522
TTKPRESTIG-EQ,3546
696TN51-SG,3578
698TS41-SG,3577
687MH33A-SG,3574
SOLARA-EQ,3672
VINDHYATEL-EQ,3694
BATAINDIA-EQ,371
ROML-EQ,359
681PN31-SG,3755
VINEETLAB-EQ,3807
WILLAMAGOR-EQ,3772
594CG25-SG,423
GS100525C-GS,4137
SINTERCOM-EQ,381
GS200326C-GS,4368
GS150326C-GS,4366
681MH28-SG,427
GULFOILLUB-EQ,4391
69GA30A-SG,440
687MH30-SG,448
MPHASIS-EQ,4503
565TN25-SG,4562
715JK32-SG,457
RUCHINFRA-EQ,4566
HDFCLIFE-EQ,467
689GA31-SG,4750
709KL36-SG,4748
BLUECHIP-EQ,4681
BANKINDIA-EQ,4745
707HR37-SG,4784
BIRLACABLE-EQ,477
KIMS-EQ,4847
624RJ26-SG,4863
INDSWFTLAB-EQ,4870
KESORAMIND-BE,4981
97SFIL26A-NC,4936
697TN31-SG,5086
610GS2031-GS,5012
682BR28-SG,5026
699GA31A-SG,5027
ANTGRAPHIC-EQ,5194
BOMDYEING-EQ,513
ABSLFTTJDG-MF,5104
679WB28A-SG,5344
714AP41-SG,5236
AAREYDRUGS-EQ,5245
ASAHIINDIA-EQ,5378
EPIGRAL-EQ,5382
AAVAS-EQ,5385
SFMP49GD-MF,5499
697NL31-SG,5418
SFMP49DR-MF,5498
687HR31-SG,5536
704KL34-SG,5539
ASTRAZEN-EQ,5610
SFMP50DR-MF,5593
653CG28-SG,5671
SHANTI-EQ,5650
BEWLTD-SM,5662
J&KBANK-EQ,5633
687JH31-SG,5676
685GA31B-SG,5674
685MP31-SG,5677
691MH33-SG,5678
686AP35-SG,5736
CANFINHOME-EQ,583
LIKHITHA-EQ,578
596PY26-SG,5880
693TS37-SG,5896
693AP38-SG,5889
935SCL28-NV,5861
EIFFL-EQ,6040
PARAS-EQ,5911
UWCSL-SM,5945
697UP31A-SG,6099
697TN31C-SG,6096
ATGL-EQ,6066
70MN31A-SG,6101
CENTENKA-EQ,619
930SFL28-YP,6149
699WB35-SG,620
604GJ26-SG,6209
IIFLZC26-NN,6207
TECH-EQ,6462
693GJ31A-SG,6320
663HR28-SG,6317
70WB31A-SG,6482
698RJ31A-SG,6480
NHIT-IV,6531
574GS2026-GS,6695
DRSDILIP-SM,6686
698WB37-SG,6749
923GS2043-GS,7087
83GS2040-GS,6981
833GS2026-GS,7019
STARHEALTH-EQ,7083
759GS2029-GS,7130
698GA31-SG,7296
MEDPLUS-EQ,7254
696UP31-SG,7314
707TN38-SG,7318
70JK33-SG,7307
696KA31A-SG,7304
MIDQ50ADD-EQ,7456
705WB36A-SG,7319
SUPRIYA-EQ,7390
704UP31-SG,7534
656AS30-SG,754
703RJ31-SG,7531
714KL35-SG,7541
714PN36-SG,7544
78ABCL33-N1,755940
831ABCL34-NK,755959
CIFL-EQ,756015
TINNARUBR-EQ,756020
815ANN31-N0,756031
960IIFL30-Y2,756153
1025IIFL30-Y3,756154
IIFL210425-NW,756140
850HHFL27-N0,756165
364D010526-TB,756713
694PGCIL35-N0,756743
678IRFC30-N0,756331
TANKUP-ST,756338
PRIMO-EQ,756925
755TPREL40-N0,756992
727TCHFL28-N0,756994
GATDVR-RE-BE,757629
651KA30-SG,758
718AP40-SG,7713
MONARCH-EQ,7679
778AIFL30-N0,757639
734TS34-SG,7874
ABAN-BE,7759
KEEPLEARN-EQ,778
843SCFL27-YB,7772
728UP32-SG,7905
727AR32-SG,7897
DELTAMAGNT-BE,7909
BYKE-EQ,7919
726GS2029-GS,8027
712KA37-SG,8196
SHIVATEX-EQ,804
DALBHARAT-EQ,8075
71TN32-SG,8292
SOFTTECH-EQ,8266
MADHAVBAUG-SM,8259
719TN42-SG,8337
725TN32-SG,8357
713TS34-SG,8333
GLFL-BE,8412
734TS35-SG,8495
XELPMOC-BE,8478
H1861D46DQ-MF,8446
739JK37-SG,8496
SMVD-ST,850
GMRP&UI-EQ,8529
723TN32-SG,8573
737RJ34-SG,8578
AKSHOPTFBR-BE,8595
H1162D46RQ-MF,8554
LOWVOL1-EQ,8632
73TN32-SG,8685
713RJ29-SG,8680
733AS32-SG,8688
H1876D46RQ-MF,8777
H1876D46DG-MF,8773
KRISHNADEF-SM,8782
UFO-EQ,9039
EICHERMOT-EQ,910
VCL-EQ,9020
EQUITASBNK-EQ,913
843SCL27-YS,9273
875SCL27-YQ,9255
DPABHUSHAN-EQ,936
676MP33-SG,95
AXISCADES-BE,9440
KEYFINSERV-BE,9505
SFMP1GD-MF,9523
727GS2026-GS,9537
762MH30-SG,9695
SUBEXLTD-EQ,967
VENUSPIPES-EQ,9592
783WB32-SG,9782
772JK32-SG,9717
78AP31-SG,9773
772MN32-SG,9718
769GS2043-GS,9888
79AP33-SG,9785
FIDEL-SM,9858
SMARTLINK-EQ,9889
786MZ32-SG,9922
ONEPOINT-EQ,9939
ALANKIT-EQ,9921
NEOGEN-EQ,9917
BHALCHANDR-IT,9985
769KA40-SG,21540
756TN54-SG,21548
724AP33-SG,21644
76AP44-SG,21543
ABCAPITAL-EQ,21614
840TPL27-N1,21677
840TPL26-N0,21659
RAJMET-BE,2171
672PN30-SG,21786
ICICIGI-EQ,21770
CAPACITE-EQ,21749
766WB43-SG,21827
773KA41-SG,21818
767KA42-SG,21820
RMDRIP-SM,21816
768JH32-SG,21851
769GA34-SG,21865
SUNDARMHLD-EQ,2183
774BR39-SG,21877
718KL29-SG,21912
591KL25-SG,21911
771MP40-SG,21879
703NL30-SG,21997
716KL30-SG,21914
INDTERRAIN-EQ,21957
720ML30-SG,22010
720MZ30-SG,22015
750MZ30-SG,22016
66MZ30-SG,22017
704MZ30-SG,22019
718RJ30-SG,22072
667RJ50-SG,22080
655RJ50-SG,22023
72WB30-SG,22142
65WB30-SG,22174
698TR30-SG,22138
679JK30-SG,22182
737JH31-SG,22197
726JH27-SG,22196
799TS35-SG,22204
722AP31-SG,22215
EBBETF0431-EQ,22239
718UP30A-SG,22221
729GA29-SG,22217
65GA30-SG,22261
64KA31-SG,22266
660AP40-SG,22333
UTIBANKETF-EQ,22440
648KA30-SG,22335
664KA32-SG,22370
NIF5GETF-EQ,22521
767WB44-SG,22508
703RJ36-SG,2248
885MFL29-NJ,22513
739AP29-SG,22604
837SMFG29-N2,22575
749TS35-SG,22614
748JK54-SG,22626
743GJ31-SG,22693
CAPITALSFB-EQ,22675
735PY27-SG,22741
746JK49-SG,22707
749NL34-SG,22750
890NCPL28-N1,22737
744AP39A-SG,22754
742MP46-SG,22882
749PFC34-N9,22795
832TPL28-N6,22893
832TPL26-N4,22889
SADHAV-ST,22900
MTNL-EQ,2294
EXICOM-EQ,22947
925BCIL28-N0,22962
925BCIPL28-N1,22964
755DDL39-N0,22944
738TS49-SG,22999
74JK44-SG,22997
742AS34-SG,22991
VR-SM,23018
739CG33-SG,23079
LANCORHOL-EQ,23027
GOPAL-EQ,23066
JGCHEM-EQ,23056
739WB44-SG,23100
737TS41-SG,23096
736KA34-SG,23083
738KL44-SG,23099
MURUDCERA-EQ,2313
SIGNORIA-ST,23150
860CIFCL29-NR,23172
745KA37-SG,23205
MOSMALL250-EQ,23181
746CG32-SG,23190
747CG34-SG,23195
742KL64-SG,23218
888SCL26-YP,23285
948SCL27-YV,23297
885CIFCL34-NS,23244
743TN34-SG,23326
749RJ40-SG,23327
971SCL29-Z0,23307
925SCL29-YZ,23305
749UP36-SG,23350
747CG34A-SG,23347
746AP41B-SG,23431
749KL36-SG,23351
71GS2034-GS,23463
748HR34-SG,23547
NURECA-BE,2353
748TS42-SG,23588
755PN32-SG,23583
RBS-SM,23565
AIIL-EQ,23553
749RJ44-SG,23642
MUTHOOTFIN-EQ,23650
751NHB31-NC,23626
AAFS27B-N3,23628
742AP43A-SG,23680
748ML34-SG,23675
GIRIRAJ-ST,2366
BSLGOLDETF-EQ,23804
738JK51-SG,23812
746AP38A-SG,23682
935MOFSL29-N5,23708
738TN34-SG,23873
734KL55-SG,23876
80650SFL26-N1,23834
LIQUIDBETF-EQ,23915
704GS2029-GS,23919
737MZ39-SG,23878
737RJ39-SG,23879
743HR34-SG,24005
722KA38-SG,2398
1075SCL34-ZR,23970
735TS38-SG,24104
743JK46-SG,24013
BOROSCI-EQ,24014
UTFIAIPIGI-MF,24049
768SID27-N0,24171
AFIL-EQ,24159
DURLAX-SM,24164
833PHFL29-N0,24372
793TPRE29-N0,24257
CITI2626-N0,24246
744IREDA34-N0,24179
ABGSEC-EQ,24404
AMBEY-SM,24415
733AP43A-SG,24493
820TFSIL29-N0,24482
817ABHF27-N0,24464
733TS42-SG,24570
835TPL27-N0,24556
801TCL34-N0,24558
TUNWAL-SM,24520
735WB43-SG,24655
727TN32-SG,24646
MIDHANI-EQ,2463
APRAMEYA-SM,24638
729TN54-SG,24664
734RJ45A-SG,24658
RAJINDLTD-SM,24707
727KL59-SG,24764
726MP35-SG,24754
755RECL26-N0,24805
PPSL-SM,24785
364D150825-TB,24846
MANCREDIT-EQ,24823
POSITRON-ST,24867
721MH35-SG,24885
LTF-EQ,24948
ORIENTPPR-EQ,2496
364D280825-TB,24983
723RJ46-SG,24996
975SIPL27A-N0,24977
73BOB34-N0,24975
720MH34-SG,25010
BODALCHEM-EQ,25017
TOP10ADD-EQ,25171
364D040925-TB,25113
725AP37-SG,25095
799LTFH27-N0,25151
SHUBHSHREE-SM,25240
SANOFICONR-EQ,25222
OSELDEVICE-ST,25389
ENVIRO-SM,25412
PGHH-EQ,2535
765LICH31-N0,25376
815SICC26-N0,25455
NORTHARC-EQ,25426
12VCCL29-N0,25466
744NBRD28-N0,25441
715PN44-SG,25479
713RJ46-SG,25481
ONELIFECAP-BE,25496
925SCL26E-N1,25532
734SIDBI29-N0,25591
TECHERA-SM,25652
1025SCL34C-N1,25568
SCL25924D-N1,25556
METAL-EQ,25744
714TS42-SG,25692
DSSL-EQ,25690
SAJHOTELS-SM,25712
713AS34A-SG,25770
708UP32-SG,25829
709PY34-SG,25832
PRANIK-SM,25818
925SCL26G-N0,25866
GROWWGOLD-EQ,25872
700TN29-SG,25886
744SIDBI28-N0,25890
7798LTFH29-N0,25939
708PGC34-N0,25905
MINDACORP-EQ,25897
SIHF27-N0,25950
715AP39-SG,25962
718MN31-SG,2679
NGILPP1-E1,27089
CHEMCON-EQ,270
SWIGGY-EQ,27066
713TS39-SG,27115
NEELAM-SM,27123
850CIFL34-N0,27092
751SIDBI28-N0,27211
ONYX-SM,27136
BUTTERFLY-EQ,2716
737IREDA31-N0,27226
719WB36-SG,2762
706CG29-SG,2740
364D041225-TB,27331
892CIFL34-N0,27292
708JK46-SG,27688
364D111225-TB,27704
709HR37-SG,27672
775LTFL27-N0,27803
714EXIM29-N0,27811
709IRFC34-N0,27951
714NPC39-N0,28371
990IIFL27-N0,28569
MAMATA-EQ,28687
182D270625-TB,28811
716KA40-SG,28818
719AS34-SG,28813
717MP41-SG,28819
717WB42-SG,28831
925IHFL29-N1,28872
KITEX-BE,28903
1015SCL29T-N1,28925
825TCSL27-N0,28973
UNIMECH-EQ,28960
1003SCL31P-N1,28929
1050SCL31T-N1,28928
711JK55-SG,29001
364D010126-TB,28991
717AP37-SG,28992
ANYA-SM,28983
930PCHFL27-N0,29037
DDEVPLSTIK-EQ,29098
725IOCL30-N0,29035
RICOAUTO-EQ,2909
770SUNF28-N0,29169
723BOB35-N0,29167
773TCHFL30-N0,29103
714HR38A-SG,29283
735EXIM28-N0,29264
SITINET-BZ,29210
EMAPARTNER-SM,29229
711TN45-SG,29292
711BR45-SG,29293
685AS31-SG,2930
69AS30A-SG,294
79742SIC30-N0,29467
MCLOUD-EQ,29482
707AP34-SG,29498
716AP40-SG,29512
711OR37-SG,29504
GROWWRAIL-EQ,29527
714HR38B-SG,29570
708AP35A-SG,29520
711KA33-SG,29573
REPCOHOME-EQ,29598
CITI27-N0,29637
MSCIINDIA-EQ,29758
708GJ33B-SG,29708
716HR38A-SG,29706
72SK35-SG,29921
72KL42-SG,29937
NAZARA-EQ,2987
72TN55-SG,29941
722OR36-SG,30010
727MP45-SG,29991
73WB39-SG,30022
727OR41-SG,30024
734UCL28-N0,30039
BALAJIPHOS-ST,30033
MOCAPITAL-EQ,30065
723TS52-SG,30100
182D110925-TB,30103
719RJ35-SG,30097
ABFRL-EQ,30108
775PFCL26A-N0,30142
718WB46-SG,30169
182D180925-TB,30187
698OR29-SG,30176
715RJ35-SG,30159
DIVINEHIRA-ST,30262
SCL19325-N1,30218
748NABF28-N0,30265
MID150-EQ,30469
SBIBPB-EQ,30290
708KL40-SG,30443
SCI-EQ,3048
618GJ26-SG,3058
69GJ30-SG,3064
SESHAPAPER-EQ,3066
705MZ35-SG,316
867NHPC33-N3,31484
82HUDCO27-N2,31240
837REC33-N7,30986
679MP33-SG,32
ADOR-EQ,34
VMARCIND-ST,3193
677KA34-SG,35
CLSEL-EQ,3482
CAMS-EQ,342
TNTELE-EQ,3512
UCAL-EQ,3570
679HR31-SG,3517
69MZ33-SG,3523
613RJ26-SG,3516
696TN56-SG,3580
UNICHEMLAB-EQ,3579
MOKSH-EQ,3586
703TN51-SG,3722
SGBJUN29II-GB,3743
68RJ31-SG,3752
TATACOMM-EQ,3721
707RJ46-SG,3763
MAHLOG-EQ,385
GS170625C-GS,4158
CAPLIPOINT-EQ,3906
JAYAGROGN-EQ,4041
JAKHARIA-ST,3950
GS020725C-GS,4175
GS220825C-GS,4180
BHARATGEAR-EQ,426
GS220226C-GS,4343
GS311225C-GS,4330
985ECL28-NK,4292
GS260426C-GS,4382
GS220261P-GS,4395
GS151226C-GS,4409
691NL30-SG,437
GS220830C-GS,4427
GS220230C-GS,4423
69HP30-SG,446
GS220850C-GS,4553
GS220240C-GS,4520
678GA31-SG,4578
675GJ31-SG,4575
708KA34-SG,468
705MH32-SG,466
SONACOMS-EQ,4684
70MN31-SG,4885
689MH32-SG,4760
BIRLACORPN-EQ,480
INDRAMEDCO-EQ,4751
695PN31-SG,4887
ICEMAKE-EQ,489
ABSLFTTIDN-MF,4964
ABSLFTTIDG-MF,4962
691GJ30-SG,4991
70MP31-SG,5034
MAZDOCK-EQ,509
717TS41-SG,5090
STYLAMIND-EQ,5186
ABSLFTTJRG-MF,5106
SFMP47GD-MF,5181
702UP31-SG,5335
677BR28-SG,5227
IIFLZC28C-N6,5217
MAHAPEXLTD-EQ,5239
MOL-EQ,5394
CARTRADE-EQ,5407
705AP35-SG,5527
70MZ34-SG,5559
719KL51-SG,5479
702AP41-SG,5569
691MH34-SG,5679
INTLCONV-EQ,5606
687UP31-SG,5695
685AS31A-SG,5881
68NL31-SG,5744
623RJ27-SG,5877
BSLSENETFG-EQ,5957
709AP39-SG,5968
698PN33-SG,5885
FCL-EQ,6198
DESTINY-ST,6092
SGBDEC25-GB,623
ABREL-EQ,625
MANORG-EQ,6422
SAPPHIRE-EQ,6718
699TS43-SG,6752
613GS2028-GS,6868
SBC-EQ,6792
683GS2039-GS,6935
687KA31-SG,6887
GANECOS-EQ,6944
CIPLA-EQ,694
92GS2030-GS,7039
684RJ31B-SG,6990
SHIVALIK-EQ,7016
696TS45-SG,7055
772GS2055-GS,7136
788GS2030-GS,7122
683KA31A-SG,7045
706GS2046-GS,7184
HEUBACHIND-EQ,715
ABSLNN50ET-EQ,7339
SETFNN50-EQ,7353
662GS2051-GS,7193
SETFNIFBK-EQ,7361
RAJESHEXPO-EQ,7401
COSMOFIRST-EQ,742
FOCE-SM,7385
714AP40-SG,7549
MANAKSTEEL-BE,7482
HAVISHA-EQ,7457
687TS47-SG,755856
805ABCL28-N5,755944
ABCRESET27-NM,755961
791ABCL34-N7,755946
667UP32-SG,756101
675MH39-SG,756064
759LTFL28-N0,756025
WAAREERTL-EQ,756038
91D030725-TB,756147
935IIFL28-NZ,756143
850TIAP28A-N0,756137
715NBFID35-N0,756169
182D311025-TB,756712
684AP37-SG,756911
707LICH30-N0,756707
688PN46-SG,756915
820IIFL27-N9,7648
12VCCL29B-N0,756916
ALPSINDUS-BE,7623
718TS33-SG,7690
689MP40-SG,767
843IHFL29-NC,7668
875IHFL29-ND,7671
71KA32-SG,7693
724AP38-SG,7711
UNIINFO-BE,7797
875SCFL27-Y9,7765
731KA35-SG,7816
733KA37-SG,7858
GEPIL-EQ,7862
736KA39-SG,7910
ATLASCYCLE-BE,7921
LFIC-EQ,7902
AVANTIFEED-EQ,7936
SILVERBEES-EQ,8080
696HR29-SG,8011
CINEVISTA-EQ,8024
GRWRHITECH-EQ,7982
744KA35-SG,8120
MANYAVAR-EQ,8167
SAGARDEEP-EQ,8175
699PY29-SG,8284
DEEPAKFERT-EQ,827
713KA39-SG,8302
713AP39-SG,8335
BLUESTARCO-EQ,8311
724SK32-SG,8493
64GJ30A-SG,846
SHIGAN-ST,8398
H1861D46RG-MF,8455
644UK30-SG,853
739TN52-SG,8502
ABNINT-IT,8588
67NL30-SG,86
734NL32-SG,8698
731KL32-SG,8686
KRISHIVAL-SM,8671
KABRAEXTRU-BE,8784
USHAMART-EQ,8840
67TR30-SG,89
729AP34-SG,8930
JSLL-SM,9038
E2E-EQ,8937
RVNL-EQ,9552
INDOAMIN-EQ,9116
ELECTCAST-EQ,928
STLTECH-BE,9313
769MZ31-SG,9708
HIKAL-EQ,9668
KHFM-SM,9570
771AP32-SG,9711
786MH30-SG,9821
PARADEEP-EQ,9741
GSTL-ST,9768
AIRAN-EQ,9897
NEXTMEDIA-BE,9864
659UP30-SG,997
784TN52-SG,9953
759TN44-SG,21829
LASA-EQ,21713
DAVANGERE-EQ,21794
DIAMONDYD-EQ,21840
GENCON-EQ,2188
705KL30-SG,21899
65KL27-SG,21909
663KL30-SG,21910
577KL25-SG,21902
695MN30-SG,21925
684KL30-SG,21913
652MP35-SG,21949
717MP29-SG,21976
718MP30-SG,21972
704MP30-SG,21965
664MP30-SG,21971
701PY26-SG,22027
703PY28-SG,22029
729NL29-SG,21998
735MP29-SG,21982
703RJ30-SG,22076
722AP31A-SG,22032
790RJ26-SG,22061
655RJ55-SG,22033
703UP30-SG,22087
689TN25-SG,22118
66TN29-SG,22129
649TN50-SG,22136
719WB29-SG,22148
729WB29-SG,22153
695WB35-SG,22145
717TR30-SG,22140
708CG30-SG,22159
745UK30-SG,22165
695SK30-SG,22156
710UK30-SG,22164
654WB35-SG,22173
729UK29-SG,22171
735TS30-SG,22208
617TS25-SG,22194
649TS50-SG,22263
64KA30-SG,22265
65AP38-SG,22295
ALPL30IETF-EQ,22344
65TN30-SG,22374
65GA30A-SG,22369
661MP35-SG,22338
643UK30-SG,22451
663KA30-SG,22410
604KL25-SG,22403
703MP31-SG,2239
NIFITETF-EQ,22488
765CG33-SG,22494
64KA30A-SG,22452
763MH36-SG,22502
763RJ41-SG,22505
699RJ41-SG,2251
695TN31-SG,2260
742GJ31-SG,22608
CIFC26-NK,22545
768SIDB27-N2,22668
751RJ34-SG,22611
799TCL34-ND,22643
PARKHOTELS-EQ,22649
742GJ33-SG,22697
745AP38-SG,22700
MOTOGENFIN-EQ,2268
ENTERO-EQ,22717
MON100-EQ,22739
748UP34-SG,22749
748KA33-SG,22746
747BR39-SG,22755
745MP45-SG,22759
TCL-SM,22777
BSLIQPIRDP-MF,22850
743BR39-SG,22870
832TPL29-N7,22895
865CIFC865-NP,22917
74RJ42-SG,22987
RMFINMRDR2-MF,22955
738TS43-SG,22988
742KA35-SG,22993
737RJ34A-SG,23082
INDUSINVIT-IV,23036
744TS30-SG,23189
SCILAL-EQ,23127
KRYSTAL-EQ,23175
748UP36-SG,23203
746RJ34-SG,23194
748RJ37-SG,23207
SMCGLOBAL-EQ,2320
751UP40-SG,23329
753WB44-SG,23334
820ABHFL27-N6,23228
925SCL26A-YN,23281
749HR35-SG,23348
752HP39-SG,23355
744KA33-SG,23344
181NSETEST-EQ,23447
744TS36-SG,23427
YASHOPTICS-SM,23451
TRUST-ST,23420
885NOM28-N2,23551
TCL26-NG,23578
759RL27-NO,23534
DCG-ST,23524
752RJ37-SG,23637
903MFL29-NN,23665
REFRACTORY-ST,23721
PRLIND-SM,23764
770NABAR27-N4,23797
MIDSMALL-EQ,23855
72GA31-SG,2386
708MH31-SG,2383
AWFIS-EQ,23864
734JK54-SG,23882
737PN36-SG,23875
759NHB27-ND,23913
776TIL34-N1,23892
1003SCL31-ZQ,23967
971SCL29A-ZN,23958
9CIFL34-NX,23990
SANDHAR-EQ,2397
744TN34B-SG,23998
744TS40-SG,23996
744HP34-SG,23999
743RJ34-SG,23997
743AP44-SG,24012
NEULANDLAB-EQ,2406
1092GPUI25-N0,24037
759NH27-NE,24114
736JK46-SG,24341
AKIKO-SM,24304
RELAXO-EQ,24225
SYMPHONY-EQ,24190
LIQUIDSHRI-EQ,24374
792TCHF34-N0,24383
743NBFID34-N0,24364
733GA39-SG,24419
736SBI39-N0,24455
7865LICH26-N0,24472
733AP40-SG,24491
862HHFL29-N0,24476
739IRFC34-N0,24474
736IOCL29-N0,24484
OILIETF-EQ,24533
SBINEQWETF-EQ,24524
735JK51-SG,24492
364D180725-TB,24496
735AS39-SG,24567
733KL54-SG,24571
CHETANA-SM,24625
RELTD-EQ,24596
733MH44-SG,24657
818TFSIL27-N0,24695
830ABHFL34-N0,24636
AKUMS-EQ,24715
787SDIL30-N0,24741
798SHFL26-N0,24720
UTSSAV-SM,24726
722MH34-SG,24752
727MH44-SG,24759
799RCFL27-N0,24775
723MH40-SG,24888
890MFL27A-N0,24794
FORCAS-SM,24914
726AS39-SG,24988
ELGIRUBCO-BE,24928
724HR36A-SG,25013
724AP36-SG,25012
723RJ33-SG,25008
ADANIENT-EQ,25
MULTICAP-EQ,25080
RAYMONDLSL-EQ,25073
774LIC28-N0,25047
724RJ34-SG,25109
BROOKS-BE,25140
STYLEBAAZA-EQ,25114
TDPOWERSYS-EQ,25178
EXCELLENT-SM,25324
EUREKAFORB-EQ,25162
PAISALO-EQ,25468
APLLTD-EQ,25328
ARKADE-EQ,25398
FLEXITUFF-BE,25516
TRITURBINE-EQ,25584
MOMENTUM50-EQ,25606
AAFS28C-N0,25595
HUHTAMAKI-EQ,2562
LICMFGOLD-EQ,25640
724JK36-SG,2563
UNILEX-SM,25633
KRN-EQ,25643
364D091025-TB,25779
714AP44-SG,25696
714AP48-SG,25698
GARUDA-EQ,25800
709RJ35-SG,25825
116VCCL26-N0,25816
716RJ45-SG,25965
LEMONTREE-EQ,2606
UHTL-SM,25935
708GJ31-SG,2671
702PN28-SG,2668
PCBL-EQ,2649
ATUL-EQ,263
702TN29-SG,27000
724KA37-SG,2691
715AP47-SG,27009
709RL39-N0,27057
718BR34-SG,27188
708KL31-SG,27151
VSSL-EQ,27067
714TN34-SG,27190
679GS2034A-GS,27273
ITTL-ST,27266
AGARWALTUF-SM,27309
710TS44-SG,27324
704GJ33-SG,27660
712PN36-SG,27322
723DMEDL34-N0,27711
698GR2054-GS,27819
JUBLINGREA-EQ,2783
MOBIKWIK-EQ,28046
965SFL27-N0,27934
697TN28-SG,28180
711KA35-SG,28220
710RJ46-SG,28267
710JK49-SG,28278
182D190625-TB,28309
710RECL35-N0,28479
IDENTICAL-SM,28574
364D261225-TB,28812
715NL34-SG,28822
716PFCL40-N0,28786
714PY35-SG,28823
703TN29A-SG,28824
9IHFL27-N1,28858
925IHFL31-N1,28876
679GS2031-GS,28894
CARRARO-EQ,28879
SCL271224B-N1,28923
1025SCL34U-N1,28930
716WB42-SG,29010
712MP47-SG,29005
1075SCL34T-N1,28931
686JH36-SG,2916
711MH38-SG,29061
CAPINVIT-IV,29157
684UK31-SG,2919
SWANDEF-BE,29164
LAXMIDENTL-EQ,29171
728IREDA35-N0,29196
712TN55-SG,29242
715BR37-SG,29235
ONESOURCE-EQ,29224
STALLION-BE,29205
713WB42-SG,29286
711TS47-SG,29297
703GJ35-SG,29281
711AS45-SG,29294
364D050226-TB,29481
RUBYMILLS-EQ,2939
